ORGANIZATION,TOTAL,PREDICTION
PartyB,1302,MEDIUM
PartyB,6428,LOW
PartyD,7217,LOW
PartyC,128,HIGH
PartyD,2016,MEDIUM
PartyB,5979,LOW
PartyB,1709,MEDIUM
PartyC,7508,LOW
PartyD,1535,MEDIUM
PartyB,7284,LOW
PartyD,-4540,VERY HIGH
PartyB,6758,LOW
PartyC,7274,LOW
PartyA,1977,MEDIUM
PartyA,2164,MEDIUM
PartyD,1366,MEDIUM
PartyB,5144,LOW
PartyA,-160,VERY HIGH
PartyB,1022,MEDIUM
PartyB,6993,LOW
PartyB,7038,LOW
PartyB,51,HIGH
PartyD,6207,LOW
PartyD,6574,LOW
PartyD,2155,MEDIUM
PartyC,6175,LOW
PartyB,6460,LOW
PartyA,6386,LOW
PartyC,5300,LOW
PartyC,1044,MEDIUM
PartyA,5960,LOW
PartyC,1790,MEDIUM
PartyB,112,HIGH
PartyA,5176,LOW
PartyC,2418,MEDIUM
PartyD,7034,LOW
PartyC,1172,MEDIUM
PartyA,5671,LOW
PartyB,5408,LOW
PartyA,7022,LOW
PartyC,7112,LOW
PartyA,6664,LOW
PartyA,6540,LOW
PartyB,6926,LOW
PartyB,-6140,VERY HIGH
PartyB,6342,LOW
PartyC,5002,LOW
PartyB,6,HIGH
PartyC,2349,MEDIUM
PartyD,6085,LOW
PartyB,1835,MEDIUM
PartyA,7461,LOW
PartyB,-1850,VERY HIGH
PartyA,2294,MEDIUM
PartyA,5484,LOW
PartyC,6161,LOW
PartyD,2019,MEDIUM
PartyC,6759,LOW
PartyC,6169,LOW
PartyB,1392,MEDIUM
PartyB,6707,LOW
PartyA,2159,MEDIUM
PartyB,6248,LOW
PartyC,368,HIGH
PartyD,1470,MEDIUM
PartyB,-1325,VERY HIGH
PartyB,6298,LOW
PartyD,5410,LOW
PartyC,2482,MEDIUM
PartyB,6918,LOW
PartyA,127,HIGH
PartyD,6870,LOW
PartyC,5773,LOW
PartyC,118,HIGH
PartyC,5797,LOW
PartyD,5994,LOW
PartyB,6260,LOW
PartyC,-1300,VERY HIGH
PartyD,6539,LOW
PartyC,1710,MEDIUM
PartyC,106,HIGH
PartyA,5263,LOW
PartyA,-120,VERY HIGH
PartyD,6954,LOW
PartyD,1770,MEDIUM
PartyB,6538,LOW
PartyD,5619,LOW
PartyD,1404,MEDIUM
PartyD,1342,MEDIUM
PartyB,1430,MEDIUM
PartyC,1000,MEDIUM
PartyB,2106,MEDIUM
PartyB,1220,MEDIUM
PartyD,1925,MEDIUM
PartyD,1307,MEDIUM
PartyC,2282,MEDIUM
PartyD,2133,MEDIUM
PartyB,6218,LOW
PartyB,1926,MEDIUM
PartyA,6687,LOW
PartyA,7590,LOW
PartyC,5190,LOW
PartyB,1337,MEDIUM
PartyA,6950,LOW
PartyD,6213,LOW
PartyD,2130,MEDIUM
PartyB,7081,LOW
PartyC,5493,LOW
PartyB,7238,LOW
PartyC,6758,LOW
PartyA,5969,LOW
PartyC,1670,MEDIUM
PartyB,6264,LOW
PartyB,6228,LOW
PartyD,6548,LOW
PartyC,6640,LOW
PartyB,1450,MEDIUM
PartyA,5286,LOW
PartyB,1823,MEDIUM
PartyB,7258,LOW
PartyD,5098,LOW
PartyD,1754,MEDIUM
PartyD,2186,MEDIUM
PartyA,6769,LOW
PartyB,0,HIGH
PartyB,5574,LOW
PartyA,-2010,VERY HIGH
PartyA,6772,LOW
PartyA,6692,LOW
PartyC,1215,MEDIUM
PartyA,6789,LOW
PartyA,6834,LOW
PartyA,6582,LOW
PartyA,-2050,VERY HIGH
PartyD,6376,LOW
PartyD,5516,LOW
PartyB,6793,LOW
PartyD,7132,LOW
PartyC,6134,LOW
PartyC,1624,MEDIUM
PartyA,7330,LOW
PartyD,1982,MEDIUM
PartyC,-2380,VERY HIGH
PartyA,1052,MEDIUM
PartyB,6240,LOW
PartyB,1669,MEDIUM
PartyD,-1700,VERY HIGH
PartyC,5524,LOW
PartyD,6275,LOW
PartyC,1244,MEDIUM
PartyD,5093,LOW
PartyA,5718,LOW
PartyB,5322,LOW
PartyD,5877,LOW
PartyD,6208,LOW
PartyC,1327,MEDIUM
PartyA,-7460,VERY HIGH
PartyA,7306,LOW
PartyD,7298,LOW
PartyC,-440,VERY HIGH
PartyB,-110,VERY HIGH
PartyD,5658,LOW
PartyB,6564,LOW
PartyB,2165,MEDIUM
PartyD,5676,LOW
PartyD,-2320,VERY HIGH
PartyA,5795,LOW
PartyD,1678,MEDIUM
PartyB,7042,LOW
PartyD,1660,MEDIUM
PartyC,2166,MEDIUM
PartyD,2443,MEDIUM
PartyA,5590,LOW
PartyA,1612,MEDIUM
PartyC,6616,LOW
PartyC,1980,MEDIUM
PartyC,2017,MEDIUM
PartyA,6622,LOW
PartyC,5584,LOW
PartyD,-470,VERY HIGH
PartyD,-200,VERY HIGH
PartyC,-5720,VERY HIGH
PartyC,6701,LOW
PartyB,-1250,VERY HIGH
PartyB,1960,MEDIUM
PartyD,72,HIGH
PartyA,-7100,VERY HIGH
PartyD,6131,LOW
PartyB,5519,LOW
PartyC,1834,MEDIUM
PartyB,6192,LOW
PartyC,1000,MEDIUM
PartyA,-1670,VERY HIGH
PartyD,7430,LOW
PartyB,5197,LOW
PartyA,2188,MEDIUM
PartyD,5481,LOW
PartyD,-1860,VERY HIGH
PartyD,7148,LOW
PartyA,6138,LOW
PartyA,1274,MEDIUM
PartyB,-1480,VERY HIGH
PartyA,-120,VERY HIGH
PartyD,6655,LOW
PartyD,1248,MEDIUM
PartyB,5681,LOW
PartyD,5130,LOW
PartyC,-2450,VERY HIGH
PartyA,-5260,VERY HIGH
PartyC,1176,MEDIUM
PartyD,5227,LOW
PartyC,6556,LOW
PartyD,5000,LOW
PartyD,5000,LOW
PartyC,5022,LOW
PartyD,7106,LOW
PartyD,7428,LOW
PartyD,1065,MEDIUM
PartyD,1797,MEDIUM
PartyC,1266,MEDIUM
PartyB,-1810,VERY HIGH
PartyA,6580,LOW
PartyD,-1925,VERY HIGH
PartyA,5396,LOW
PartyD,6583,LOW
PartyD,6832,LOW
PartyD,1105,MEDIUM
PartyB,1668,MEDIUM
PartyD,5822,LOW
PartyB,2470,MEDIUM
PartyD,2,HIGH
PartyB,6294,LOW
PartyA,6916,LOW
PartyA,-120,VERY HIGH
PartyA,1459,MEDIUM
PartyA,230,HIGH
PartyC,1032,MEDIUM
PartyD,1110,MEDIUM
PartyB,6940,LOW
PartyD,-320,VERY HIGH
PartyD,-2400,VERY HIGH
PartyD,5389,LOW
PartyB,5868,LOW
PartyB,6661,LOW
PartyD,5734,LOW
PartyC,69,HIGH
PartyA,7064,LOW
PartyD,1345,MEDIUM
PartyB,6296,LOW
PartyB,6493,LOW
PartyC,5284,LOW
PartyD,5950,LOW
PartyD,6188,LOW
PartyA,6495,LOW
PartyA,418,HIGH
PartyB,6127,LOW
PartyD,7115,LOW
PartyD,-2280,VERY HIGH
PartyA,-120,VERY HIGH
PartyD,-1490,VERY HIGH
PartyC,5269,LOW
PartyB,1314,MEDIUM
PartyB,7474,LOW
PartyC,1196,MEDIUM
PartyB,5782,LOW
PartyD,2471,MEDIUM
PartyC,6179,LOW
PartyA,6949,LOW
PartyC,6278,LOW
PartyD,5478,LOW
PartyC,6009,LOW
PartyC,5762,LOW
PartyB,-4800,VERY HIGH
PartyA,7780,LOW
PartyD,5000,LOW
PartyB,5335,LOW
PartyC,6167,LOW
PartyD,1168,MEDIUM
PartyC,5764,LOW
PartyD,2053,MEDIUM
PartyC,7324,LOW
PartyD,-2420,VERY HIGH
PartyC,1751,MEDIUM
PartyD,6607,LOW
PartyD,-700,VERY HIGH
PartyC,1047,MEDIUM
PartyA,5792,LOW
PartyA,6734,LOW
PartyA,-120,VERY HIGH
PartyD,2485,MEDIUM
PartyD,2442,MEDIUM
PartyA,5270,LOW
PartyC,6775,LOW
PartyB,7280,LOW
PartyA,-2250,VERY HIGH
PartyC,2302,MEDIUM
PartyD,1319,MEDIUM
PartyD,5717,LOW
PartyD,1430,MEDIUM
PartyA,5480,LOW
PartyC,1254,MEDIUM
PartyA,1072,MEDIUM
PartyA,5224,LOW
PartyD,7101,LOW
PartyB,94,HIGH
PartyD,5765,LOW
PartyA,7322,LOW
PartyB,186,HIGH
PartyD,5188,LOW
PartyC,1671,MEDIUM
PartyC,5444,LOW
PartyD,148,HIGH
PartyD,6830,LOW
PartyC,200,HIGH
PartyB,5096,LOW
PartyB,2320,MEDIUM
PartyB,6887,LOW
PartyD,6223,LOW
PartyC,-7620,VERY HIGH
PartyA,-5780,VERY HIGH
PartyA,-3380,VERY HIGH
PartyA,5872,LOW
PartyC,6771,LOW
PartyA,6579,LOW
PartyA,1631,MEDIUM
PartyC,6662,LOW
PartyC,5462,LOW
PartyD,6995,LOW
PartyD,1516,MEDIUM
PartyD,5238,LOW
PartyB,0,HIGH
PartyC,7346,LOW
PartyC,5462,LOW
PartyA,6455,LOW
PartyD,1558,MEDIUM
PartyC,1904,MEDIUM
PartyD,-230,VERY HIGH
PartyB,1951,MEDIUM
PartyA,7004,LOW
PartyD,7391,LOW
PartyC,7285,LOW
PartyC,6336,LOW
PartyA,5816,LOW
PartyB,5969,LOW
PartyB,-590,VERY HIGH
PartyD,2088,MEDIUM
PartyA,7089,LOW
PartyC,5704,LOW
PartyC,5339,LOW
PartyD,178,HIGH
PartyC,2364,MEDIUM
PartyC,1451,MEDIUM
PartyC,6995,LOW
PartyA,7281,LOW
PartyA,1560,MEDIUM
PartyD,5241,LOW
PartyC,7150,LOW
PartyA,5523,LOW
PartyD,7720,LOW
PartyB,5600,LOW
PartyD,1078,MEDIUM
PartyA,5728,LOW
PartyB,1182,MEDIUM
PartyB,-1780,VERY HIGH
PartyC,7404,LOW
PartyD,7682,LOW
PartyD,1336,MEDIUM
PartyD,6040,LOW
PartyA,-1480,VERY HIGH
PartyD,5678,LOW
PartyA,5338,LOW
PartyA,-3980,VERY HIGH
PartyB,7358,LOW
PartyB,5193,LOW
PartyB,7702,LOW
PartyB,0,HIGH
PartyB,2046,MEDIUM
PartyB,5376,LOW
PartyC,-1100,VERY HIGH
PartyD,1694,MEDIUM
PartyB,5022,LOW
PartyC,2210,MEDIUM
PartyC,7264,LOW
PartyA,406,HIGH
PartyA,5300,LOW
PartyD,5739,LOW
PartyB,1492,MEDIUM
PartyC,6669,LOW
PartyD,6910,LOW
PartyB,5163,LOW
PartyD,7480,LOW
PartyA,-120,VERY HIGH
PartyB,1342,MEDIUM
PartyA,6799,LOW
PartyD,6073,LOW
PartyC,6211,LOW
PartyB,6462,LOW
PartyA,2067,MEDIUM
PartyA,5787,LOW
PartyB,7268,LOW
PartyC,7934,LOW
PartyC,-5440,VERY HIGH
PartyD,7224,LOW
PartyA,238,HIGH
PartyD,6036,LOW
PartyA,7206,LOW
PartyC,6454,LOW
PartyB,7858,LOW
PartyC,6906,LOW
PartyD,41,HIGH
PartyC,5853,LOW
PartyA,6648,LOW
PartyB,7000,LOW
PartyB,5629,LOW
PartyB,5612,LOW
PartyA,-120,VERY HIGH
PartyD,1176,MEDIUM
PartyB,1078,MEDIUM
PartyD,-1550,VERY HIGH
PartyC,5732,LOW
PartyD,2037,MEDIUM
PartyC,2103,MEDIUM
PartyC,-100,VERY HIGH
PartyC,1176,MEDIUM
PartyB,5462,LOW
PartyC,5854,LOW
PartyC,6322,LOW
PartyA,1672,MEDIUM
PartyD,7479,LOW
PartyC,1917,MEDIUM
PartyA,5305,LOW
PartyA,5323,LOW
PartyA,6357,LOW
PartyA,1526,MEDIUM
PartyD,5612,LOW
PartyA,5648,LOW
PartyD,5982,LOW
PartyA,5404,LOW
PartyA,5634,LOW
PartyA,1637,MEDIUM
PartyB,1345,MEDIUM
PartyB,7088,LOW
PartyB,2445,MEDIUM
PartyC,5834,LOW
PartyA,6044,LOW
PartyD,1144,MEDIUM
PartyD,-3180,VERY HIGH
PartyA,6778,LOW
PartyA,6304,LOW
PartyB,5361,LOW
PartyB,6703,LOW
PartyD,7230,LOW
PartyB,7465,LOW
PartyD,-3580,VERY HIGH
PartyB,7634,LOW
PartyD,444,HIGH
PartyC,5634,LOW
PartyD,7646,LOW
PartyC,1000,MEDIUM
PartyC,-7240,VERY HIGH
PartyD,7622,LOW
PartyB,2034,MEDIUM
PartyB,442,HIGH
PartyB,6654,LOW
PartyD,5536,LOW
PartyC,7352,LOW
PartyB,-3740,VERY HIGH
PartyD,1328,MEDIUM
PartyC,1068,MEDIUM
PartyB,6198,LOW
PartyA,6891,LOW
PartyB,2436,MEDIUM
PartyA,6108,LOW
PartyC,5787,LOW
PartyC,7461,LOW
PartyA,7558,LOW
PartyA,5588,LOW
PartyB,-440,VERY HIGH
PartyD,1908,MEDIUM
PartyB,6948,LOW
PartyA,6069,LOW
PartyA,6177,LOW
PartyB,1116,MEDIUM
PartyB,1176,MEDIUM
PartyB,2176,MEDIUM
PartyD,1080,MEDIUM
PartyA,-4800,VERY HIGH
PartyD,6652,LOW
PartyA,-2360,VERY HIGH
PartyC,1904,MEDIUM
PartyB,1861,MEDIUM
PartyD,1142,MEDIUM
PartyC,7106,LOW
PartyA,5088,LOW
PartyC,7050,LOW
PartyC,159,HIGH
PartyA,1009,MEDIUM
PartyB,1733,MEDIUM
PartyA,2112,MEDIUM
PartyC,1636,MEDIUM
PartyC,1572,MEDIUM
PartyC,5628,LOW
PartyB,5183,LOW
PartyC,7164,LOW
PartyD,5750,LOW
PartyA,7072,LOW
PartyD,1772,MEDIUM
PartyA,7172,LOW
PartyA,6288,LOW
PartyD,6386,LOW
PartyA,5236,LOW
PartyD,2298,MEDIUM
PartyB,5720,LOW
PartyB,368,HIGH
PartyC,1636,MEDIUM
PartyB,7359,LOW
PartyD,6752,LOW
PartyB,5186,LOW
PartyB,144,HIGH
PartyC,5243,LOW
PartyA,5356,LOW
PartyC,6166,LOW
PartyB,7228,LOW
PartyC,6196,LOW
PartyD,1004,MEDIUM
PartyB,5048,LOW
PartyA,5116,LOW
PartyA,-120,VERY HIGH
PartyB,2159,MEDIUM
PartyC,2126,MEDIUM
PartyA,1767,MEDIUM
PartyB,1258,MEDIUM
PartyD,392,HIGH
PartyC,6000,LOW
PartyA,7488,LOW
PartyA,6688,LOW
PartyB,1628,MEDIUM
PartyB,1419,MEDIUM
PartyB,6675,LOW
PartyB,5980,LOW
PartyA,-3820,VERY HIGH
PartyC,6726,LOW
PartyD,5886,LOW
PartyA,2161,MEDIUM
PartyB,2104,MEDIUM
PartyB,6698,LOW
PartyC,6317,LOW
PartyA,2136,MEDIUM
PartyA,1029,MEDIUM
PartyD,1147,MEDIUM
PartyC,1464,MEDIUM
PartyA,-650,VERY HIGH
PartyC,6642,LOW
PartyB,5734,LOW
PartyD,6277,LOW
PartyC,5336,LOW
PartyC,67,HIGH
PartyA,2180,MEDIUM
PartyC,7090,LOW
PartyA,6990,LOW
PartyB,1810,MEDIUM
PartyD,-1080,VERY HIGH
PartyC,5288,LOW
PartyC,5642,LOW
PartyC,7237,LOW
PartyD,5708,LOW
PartyC,6601,LOW
PartyA,6761,LOW
PartyD,7118,LOW
PartyC,6559,LOW
PartyB,2439,MEDIUM
PartyA,5782,LOW
PartyB,6062,LOW
PartyC,7364,LOW
PartyD,1351,MEDIUM
PartyA,1404,MEDIUM
PartyC,5969,LOW
PartyA,6189,LOW
PartyA,-4640,VERY HIGH
PartyB,5529,LOW
PartyA,1992,MEDIUM
PartyB,5192,LOW
PartyD,7352,LOW
PartyD,1832,MEDIUM
PartyC,1594,MEDIUM
PartyB,-6000,VERY HIGH
PartyD,5000,LOW
PartyC,6604,LOW
PartyC,1843,MEDIUM
PartyD,7320,LOW
PartyA,7345,LOW
PartyA,6179,LOW
PartyA,5446,LOW
PartyC,6258,LOW
PartyC,62,HIGH
PartyD,232,HIGH
PartyD,5972,LOW
PartyC,5888,LOW
PartyD,7287,LOW
PartyB,6597,LOW
PartyD,7432,LOW
PartyB,5478,LOW
PartyD,-2050,VERY HIGH
PartyC,1488,MEDIUM
PartyA,1504,MEDIUM
PartyB,7438,LOW
PartyA,5811,LOW
PartyA,2392,MEDIUM
PartyC,1006,MEDIUM
PartyC,6469,LOW
PartyC,-1940,VERY HIGH
PartyB,2201,MEDIUM
PartyC,6903,LOW
PartyD,-2220,VERY HIGH
PartyA,6708,LOW
PartyA,1104,MEDIUM
PartyA,1268,MEDIUM
PartyC,1054,MEDIUM
PartyA,5232,LOW
PartyC,7116,LOW
PartyD,5986,LOW
PartyB,88,HIGH
PartyC,7708,LOW
PartyD,2088,MEDIUM
PartyD,226,HIGH
PartyB,1729,MEDIUM
PartyC,1610,MEDIUM
PartyD,5560,LOW
PartyB,7425,LOW
PartyC,5040,LOW
PartyA,6759,LOW
PartyC,5449,LOW
PartyC,6155,LOW
PartyC,5512,LOW
PartyD,6878,LOW
PartyB,7388,LOW
PartyC,1352,MEDIUM
PartyA,5944,LOW
PartyC,6558,LOW
PartyB,2108,MEDIUM
PartyC,7024,LOW
PartyC,5930,LOW
PartyA,1576,MEDIUM
PartyC,5030,LOW
PartyB,312,HIGH
PartyB,5527,LOW
PartyC,7892,LOW
PartyD,6346,LOW
PartyB,7456,LOW
PartyA,1070,MEDIUM
PartyC,1000,MEDIUM
PartyD,5528,LOW
PartyC,1938,MEDIUM
PartyB,7268,LOW
PartyC,6874,LOW
PartyC,2109,MEDIUM
PartyC,7493,LOW
PartyC,5556,LOW
PartyA,-425,VERY HIGH
PartyC,5864,LOW
PartyA,5370,LOW
PartyA,-6420,VERY HIGH
PartyD,7528,LOW
PartyB,5734,LOW
PartyA,2048,MEDIUM
PartyA,2234,MEDIUM
PartyB,1274,MEDIUM
PartyA,6368,LOW
PartyC,5838,LOW
PartyD,6873,LOW
PartyA,1916,MEDIUM
PartyC,5667,LOW
PartyB,0,HIGH
PartyA,5048,LOW
PartyB,0,HIGH
PartyA,7316,LOW
PartyB,1199,MEDIUM
PartyB,6271,LOW
PartyC,6307,LOW
PartyB,6850,LOW
PartyD,6242,LOW
PartyA,5439,LOW
PartyC,5072,LOW
PartyD,7195,LOW
PartyB,1324,MEDIUM
PartyB,-3320,VERY HIGH
PartyA,6439,LOW
PartyC,6462,LOW
PartyC,7144,LOW
PartyB,-1960,VERY HIGH
PartyD,5069,LOW
PartyD,5486,LOW
PartyA,6596,LOW
PartyB,-6540,VERY HIGH
PartyC,-1340,VERY HIGH
PartyA,5779,LOW
PartyA,7872,LOW
PartyA,2066,MEDIUM
PartyA,6148,LOW
PartyC,1334,MEDIUM
PartyC,7015,LOW
PartyA,5096,LOW
PartyC,5322,LOW
PartyA,7469,LOW
PartyC,5622,LOW
PartyB,6326,LOW
PartyD,5178,LOW
PartyC,6912,LOW
PartyA,2178,MEDIUM
PartyB,6024,LOW
PartyD,5485,LOW
PartyB,5142,LOW
PartyB,5498,LOW
PartyB,0,HIGH
PartyD,5588,LOW
PartyC,6606,LOW
PartyC,5721,LOW
PartyB,2176,MEDIUM
PartyA,-120,VERY HIGH
PartyD,2027,MEDIUM
PartyB,6413,LOW
PartyA,7796,LOW
PartyA,1428,MEDIUM
PartyB,2281,MEDIUM
PartyB,1423,MEDIUM
PartyC,1422,MEDIUM
PartyA,5968,LOW
PartyB,-2040,VERY HIGH
PartyD,5046,LOW
PartyC,5642,LOW
PartyD,1497,MEDIUM
PartyA,320,HIGH
PartyB,6761,LOW
PartyC,1856,MEDIUM
PartyC,7399,LOW
PartyB,2254,MEDIUM
PartyA,6915,LOW
PartyC,1416,MEDIUM
PartyD,5682,LOW
PartyD,2332,MEDIUM
PartyD,1566,MEDIUM
PartyD,5164,LOW
PartyB,0,HIGH
PartyB,5886,LOW
PartyD,1134,MEDIUM
PartyA,6878,LOW
PartyD,7002,LOW
PartyB,6306,LOW
PartyA,2262,MEDIUM
PartyD,6843,LOW
PartyD,6631,LOW
PartyD,1702,MEDIUM
PartyD,5692,LOW
PartyC,1193,MEDIUM
PartyA,1179,MEDIUM
PartyC,6638,LOW
PartyC,6240,LOW
PartyC,1000,MEDIUM
PartyC,6597,LOW
PartyB,5857,LOW
PartyC,1267,MEDIUM
PartyB,2070,MEDIUM
PartyD,-730,VERY HIGH
PartyB,0,HIGH
PartyB,80,HIGH
PartyD,-430,VERY HIGH
PartyD,5264,LOW
PartyA,6542,LOW
PartyB,151,HIGH
PartyA,5826,LOW
PartyD,5000,LOW
PartyC,1438,MEDIUM
PartyD,5957,LOW
PartyD,7491,LOW
PartyD,5730,LOW
PartyB,-790,VERY HIGH
PartyC,7109,LOW
PartyA,1426,MEDIUM
PartyA,-6640,VERY HIGH
PartyD,5262,LOW
PartyC,5548,LOW
PartyA,6132,LOW
PartyD,1889,MEDIUM
PartyC,6494,LOW
PartyC,5117,LOW
PartyB,5343,LOW
PartyA,1666,MEDIUM
PartyD,1242,MEDIUM
PartyC,1064,MEDIUM
PartyA,6428,LOW
PartyD,364,HIGH
PartyC,7268,LOW
PartyA,7342,LOW
PartyB,5064,LOW
PartyD,5685,LOW
PartyA,155,HIGH
PartyA,6,HIGH
PartyB,6268,LOW
PartyB,5530,LOW
PartyC,2124,MEDIUM
PartyB,1841,MEDIUM
PartyA,5476,LOW
PartyB,6288,LOW
PartyD,1724,MEDIUM
PartyB,1024,MEDIUM
PartyA,7556,LOW
PartyB,350,HIGH
PartyD,7241,LOW
PartyA,5092,LOW
PartyC,1340,MEDIUM
PartyC,7184,LOW
PartyC,7378,LOW
PartyD,7624,LOW
PartyA,6199,LOW
PartyB,1990,MEDIUM
PartyC,1993,MEDIUM
PartyB,2150,MEDIUM
PartyB,1236,MEDIUM
PartyC,6768,LOW
PartyC,7916,LOW
PartyA,6572,LOW
PartyB,6258,LOW
PartyA,1493,MEDIUM
PartyC,7808,LOW
PartyA,1829,MEDIUM
PartyB,2238,MEDIUM
PartyD,7487,LOW
PartyA,7167,LOW
PartyC,1111,MEDIUM
PartyC,1732,MEDIUM
PartyB,2405,MEDIUM
PartyC,5583,LOW
PartyC,2129,MEDIUM
PartyA,32,HIGH
PartyB,7247,LOW
PartyC,1796,MEDIUM
PartyB,6576,LOW
PartyA,1754,MEDIUM
PartyA,6385,LOW
PartyD,1625,MEDIUM
PartyD,6984,LOW
PartyC,1634,MEDIUM
PartyA,5956,LOW
PartyC,2002,MEDIUM
PartyC,5748,LOW
PartyC,1518,MEDIUM
PartyC,2428,MEDIUM
PartyA,2323,MEDIUM
PartyC,1492,MEDIUM
PartyA,2284,MEDIUM
PartyD,1371,MEDIUM
PartyC,1910,MEDIUM
PartyC,7209,LOW
PartyA,1466,MEDIUM
PartyC,163,HIGH
PartyA,-1020,VERY HIGH
PartyC,2116,MEDIUM
PartyB,5617,LOW
PartyB,5066,LOW
PartyA,1030,MEDIUM
PartyD,1195,MEDIUM
PartyB,-910,VERY HIGH
PartyA,6122,LOW
PartyA,142,HIGH
PartyB,-1140,VERY HIGH
PartyD,7196,LOW
PartyB,1351,MEDIUM
PartyA,366,HIGH
PartyC,6519,LOW
PartyA,1098,MEDIUM
PartyC,2419,MEDIUM
PartyB,-680,VERY HIGH
PartyB,1455,MEDIUM
PartyA,5586,LOW
PartyB,1069,MEDIUM
PartyD,7343,LOW
PartyA,-3280,VERY HIGH
PartyD,2323,MEDIUM
PartyC,5678,LOW
PartyC,-480,VERY HIGH
PartyB,2340,MEDIUM
PartyA,2346,MEDIUM
PartyC,1592,MEDIUM
PartyC,6652,LOW
PartyB,6453,LOW
PartyA,-6040,VERY HIGH
PartyA,64,HIGH
PartyD,6930,LOW
PartyB,6208,LOW
PartyC,1718,MEDIUM
PartyD,-5340,VERY HIGH
PartyB,5098,LOW
PartyA,1943,MEDIUM
PartyA,1806,MEDIUM
PartyB,-7680,VERY HIGH
PartyB,-7500,VERY HIGH
PartyC,5071,LOW
PartyB,1772,MEDIUM
PartyD,5797,LOW
PartyA,2336,MEDIUM
PartyC,6296,LOW
PartyC,1145,MEDIUM
PartyC,5630,LOW
PartyA,5021,LOW
PartyD,6268,LOW
PartyB,1286,MEDIUM
PartyD,2132,MEDIUM
PartyC,6977,LOW
PartyA,-1390,VERY HIGH
PartyD,5051,LOW
PartyA,7258,LOW
PartyD,1566,MEDIUM
PartyC,1522,MEDIUM
PartyC,7126,LOW
PartyC,1156,MEDIUM
PartyA,1046,MEDIUM
PartyC,7284,LOW
PartyA,5368,LOW
PartyD,5000,LOW
PartyC,1086,MEDIUM
PartyA,6865,LOW
PartyD,6288,LOW
PartyD,6478,LOW
PartyA,1949,MEDIUM
PartyA,1082,MEDIUM
PartyD,7058,LOW
PartyD,2178,MEDIUM
PartyD,1492,MEDIUM
PartyC,1497,MEDIUM
PartyA,6034,LOW
PartyD,6940,LOW
PartyD,5418,LOW
PartyC,-1375,VERY HIGH
PartyC,5502,LOW
PartyB,6863,LOW
PartyC,7166,LOW
PartyB,0,HIGH
PartyB,5504,LOW
PartyC,2152,MEDIUM
PartyC,6735,LOW
PartyB,1937,MEDIUM
PartyA,6142,LOW
PartyD,2348,MEDIUM
PartyA,6536,LOW
PartyA,108,HIGH
PartyC,5731,LOW
PartyB,1082,MEDIUM
PartyB,320,HIGH
PartyB,0,HIGH
PartyC,2390,MEDIUM
PartyB,5081,LOW
PartyD,6420,LOW
PartyD,1282,MEDIUM
PartyD,6134,LOW
PartyB,1551,MEDIUM
PartyC,2444,MEDIUM
PartyA,1626,MEDIUM
PartyC,2254,MEDIUM
PartyA,4,HIGH
PartyA,-5180,VERY HIGH
PartyC,6285,LOW
PartyA,7202,LOW
PartyD,5838,LOW
PartyD,7890,LOW
PartyC,-1425,VERY HIGH
PartyB,7130,LOW
PartyD,7421,LOW
PartyA,7472,LOW
PartyA,1792,MEDIUM
PartyC,5111,LOW
PartyB,149,HIGH
PartyA,5358,LOW
PartyC,1233,MEDIUM
PartyA,5215,LOW
PartyD,5770,LOW
PartyA,1569,MEDIUM
PartyD,7042,LOW
PartyA,2033,MEDIUM
PartyC,5839,LOW
PartyD,2398,MEDIUM
PartyD,1044,MEDIUM
PartyD,131,HIGH
PartyB,2109,MEDIUM
PartyC,1370,MEDIUM
PartyB,5620,LOW
PartyB,6295,LOW
PartyA,-2310,VERY HIGH
PartyD,1820,MEDIUM
PartyD,7076,LOW
PartyD,1399,MEDIUM
PartyA,1188,MEDIUM
PartyB,7035,LOW
PartyC,6602,LOW
PartyC,6370,LOW
PartyB,5790,LOW
PartyB,1508,MEDIUM
PartyB,5250,LOW
PartyC,6141,LOW
PartyA,5904,LOW
PartyA,1239,MEDIUM
PartyA,6054,LOW
PartyD,2073,MEDIUM
PartyB,6466,LOW
PartyB,2064,MEDIUM
PartyA,1844,MEDIUM
PartyA,6263,LOW
PartyB,6002,LOW
PartyC,1135,MEDIUM
PartyB,2301,MEDIUM
PartyB,2368,MEDIUM
PartyD,5638,LOW
PartyD,1530,MEDIUM
PartyB,2447,MEDIUM
PartyD,7842,LOW
PartyD,6095,LOW
PartyD,5415,LOW
PartyA,1635,MEDIUM
PartyC,6359,LOW
PartyC,-280,VERY HIGH
PartyA,7069,LOW
PartyD,5000,LOW
PartyC,5229,LOW
PartyA,7334,LOW
PartyA,7946,LOW
PartyD,1737,MEDIUM
PartyA,-6560,VERY HIGH
PartyB,2000,MEDIUM
PartyB,5739,LOW
PartyB,6560,LOW
PartyD,6944,LOW
PartyB,1115,MEDIUM
PartyC,1478,MEDIUM
PartyA,7387,LOW
PartyC,6978,LOW
PartyD,6786,LOW
PartyC,2143,MEDIUM
PartyB,6500,LOW
PartyA,1062,MEDIUM
PartyA,7020,LOW
PartyA,6213,LOW
PartyB,6862,LOW
PartyC,1757,MEDIUM
PartyB,-575,VERY HIGH
PartyC,2399,MEDIUM
PartyB,5490,LOW
PartyC,5956,LOW
PartyC,5250,LOW
